name,asset_type,is_loop,duration_sec,resolution,server_file_path,file_hash,reuse_count,source,confidence,needs_human,notes
WC_Promo_2025_MASTER_000030_4k_2997_40Mbps_H264.mp4,clip_with_audio,false,30.03,3840x2160,Media/Assets/WC_Promo_2025_MASTER_000030_4k_2997_40Mbps_H264.mp4,faa608dc33d035bde05ec5d70757e416332ba49e71b97c1b124144ea20972691,4,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
GSR_Promo_000100_4K_2997_40Mbps_H264.mp4,clip_with_audio,false,60.03,3840x2160,Media/Assets/GSR_Promo_000100_4K_2997_40Mbps_H264.mp4,cf2acdc11df958a57b6fbb00e30b1fd4dc749f8e73633431d4459db51bf3631d,4,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Wonders Center Slide.jpg,graphic,false,,720x405,Media/Assets/Wonders Center Slide.jpg,8abe6b73d062ac9dcfa396674c5c5e69ac3ef85cd5370a7d1fc3d8fb21a70b9f,6,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
GAP Opener_V2.mov,clip_with_audio,false,46.83,3840x2160,Media/Assets/GAP Opener_V2.mov,a54c996457f5e39822894c044260fe0242c43b35fa3c311c23fe86ec99df5d1e,5,propres_ssd,high,false,duplicate content (same hash as GAP Opener_V2.mov)
20260226-Alliance-Commercial.mov,clip_with_audio,false,55.83,3840x2160,Media/Assets/20260226-Alliance-Commercial.mov,c18f5d9b2090a563c980b29dad56df0fdc6cbc13c20429069933ee8b609a7a75,4,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
C21C_Ask_v02_000030_4K_2997_40Mbps_H264.mp4,clip_with_audio,false,30.03,3840x2160,Media/Assets/C21C_Ask_v02_000030_4K_2997_40Mbps_H264.mp4,b8fc9ce9b46c7ce47a348036096d8ed61c771c538639781c3fb8f68974a68ddd,4,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Jamie Smith-KS-2-1.mov,clip_with_audio,false,49.23,720x1280,Media/Assets/Jamie Smith-KS-2-1.mov,7d2df8a3982bf2effb2c1ab26a88f4c7ab30f3c91bc19ac1e65a67db866f2c9c,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Coble Furniture 2.mov,clip_with_audio,false,61.25,320x568,Media/Assets/Coble Furniture 2.mov,e7d99560b086bc9770e0eaf5be66a1b63bd09a5268b6d2ae4de9a7abae74fd60,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
IMG_0083.MOV,clip_with_audio,false,47.79,1280x720,Media/Assets/IMG_0083.MOV,9e2c5bc1f47a224b9ee5779c3ce513e23bf46f930e3f79644d60b1084605c0b6,3,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Gold Bless America H265 444 10 MOS.mov,clip_with_audio,false,232.73,3840x2160,Media/Assets/Gold Bless America H265 444 10 MOS.mov,284712eed1440e929922088a7b266ff7746176fab1eaca54351de24817e0c570,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
"USA Flag Waving - Videos (720p, h264).mp4",clip_with_audio,false,13.43,1280x720,"Media/Assets/USA Flag Waving - Videos (720p, h264).mp4",dcaa7df0ce1976c5981025f138a4b20e113469665af53a9c01bd76b2beedac16,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
ICOI-2.mov,clip_with_audio,false,147.38,1920x1080,Media/Assets/ICOI-2.mov,4aa478d52e439ee804423b4e5ee679f29f2b56228d98496b3e260a52bf7ec602,3,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
GAP 26 Credits.mp4,clip_with_audio,false,50.63,1920x1080,Media/Assets/GAP 26 Credits.mp4,881e82a9b08f06bd72273c6ae7c0c489a09e1e5f018d88c32452cd4b201c42b6,3,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
America - Gregg Healey CT.mp4,clip_with_audio,false,180.94,1080x1920,Media/Assets/America - Gregg Healey CT.mp4,281d6dfa3926e87c47d95edde561968959198b7d9dd808e233133a925bb463f1,3,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Brianne Williams_OR.mov,clip_with_audio,false,80.91,640x324,Media/Assets/Brianne Williams_OR.mov,399a767c6335cf6d50ce3595a88cc2cf691e10490b452ad0c02d828f5a857b95,4,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Maria Erickson_MN.mov,clip_with_audio,false,63.0,224x128,Media/Assets/Maria Erickson_MN.mov,0b35d3b256ed9395c1bae2c5f4bd02401e6495270cc12fcf8b1ab7b763b18bc4,4,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Randy Hekman_MI.mp4,clip_with_audio,false,83.93,854x480,Media/Assets/Randy Hekman_MI.mp4,7b8062be4a422f9d25de9f855c701b7d30e80c239219219b665db12fc2ea6f8c,4,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Mo Hodge_IN.mp4,clip_with_audio,false,21.27,1280x720,Media/Assets/Mo Hodge_IN.mp4,a8c2e563aed2e583e276d33eefe550e492992a41fb24ee641fee1171100819d6,3,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Alan Green-SD-3.mov,clip_with_audio,false,59.64,1280x720,Media/Assets/Alan Green-SD-3.mov,d5cc6279138f115e25b4f37bd5d5f6289353c8dfae52a5d8a760098352a6049b,6,propres_ssd,high,false,duplicate content (same hash as Alan Green-SD-3.mov)
Strother Prayer GAP26.MOV,clip_with_audio,false,264.47,1920x1080,Media/Assets/Strother Prayer GAP26.MOV,ed7247e8f4bcd0cc7905390445e87c604ed9bc3caedc0d722be9fbfd8077f311,4,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Ed Cheek_SC.mp4,clip_with_audio,false,18.23,1280x720,Media/Assets/Ed Cheek_SC.mp4,93b67c2a17e07dabe333a18d6bd639bac6d9534b7189f79b244ffe9eb3a075a6,3,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Alejandro Arias_FL.mov,clip_with_audio,false,97.61,1920x1080,Media/Assets/Alejandro Arias_FL.mov,7a033b59662297143912666b18220d55b96d8c2e753bb646c08dc4aef3bd251c,4,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Andy.MOV,clip_with_audio,false,41.57,1280x720,Media/Assets/Andy.MOV,c5599c994754cff5302e5465412ee750fd1e98f3596fb0f851e9945e816474f8,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Lucas Miles_TPUSA-003.mov,clip_with_audio,false,493.65,3840x2160,Media/Assets/Lucas Miles_TPUSA-003.mov,cc81e269519dcced281340144cfff8577b16be478282404f7dc4496091937303,5,propres_ssd,high,false,duplicate content (same hash as Lucas Miles_TPUSA-003.mov)
Brianne Williams intro.mov,clip_with_audio,false,30.4,640x322,Media/Assets/Brianne Williams intro.mov,f130d158cb01b4a3d96822155ba177809c6938b6c38225b9ed01e3859a274885,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Alyssa_MD.mp4,clip_with_audio,false,57.0,720x1280,Media/Assets/Alyssa_MD.mp4,227364cae3002b2e6230cacc53b2958c8d9ad31662650de70b55ee356d97d082,8,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Found (Vido Performance Track 01182016).mov,clip_with_audio,false,246.71,1280x720,Media/Assets/Found (Vido Performance Track 01182016).mov,5ffac0f0db17b4eef2094a37c309ece24387bae052f1f829a3b3450751a56211,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
GAP '26 Loop V1.mp4,b_roll_loop,true,30.0,1920x1080,Media/Assets/GAP '26 Loop V1.mp4,25ec52fa81d844f2946ac1e0924e7c24ef48887db09f7fc58ef63a4163a7b112,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Support GAP Here (1).png,graphic,false,,2750x2000,Media/Assets/Support GAP Here (1).png,bf85c5fff850d41bc92bad4eea8ad83b9b7cc0cc3b6aae2fa3606d5961e6b399,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
2026_GAPM_Pastor_Alejandro_Arias_HUDSON_FL.mp4,clip_with_audio,false,420.19,1920x1080,Media/Assets/2026_GAPM_Pastor_Alejandro_Arias_HUDSON_FL.mp4,50a293d6884bffd1f528869b088cd61852e9364a2c96e37e46b96d0e6ebe9219,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Michele Pillar & Dr. Phil - Live Event Opener-1.mp4,clip_with_audio,false,74.94,1920x1080,Media/Assets/Michele Pillar & Dr. Phil - Live Event Opener-1.mp4,361883c757a8765435c4f8dd11f27a7068a30abdfb157e144fe4af14412e81b5,1,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
2026 Gap AJ Invite 2_1.mp4,clip_with_audio,false,26.93,1920x1080,Media/Assets/2026 Gap AJ Invite 2_1.mp4,d5d648e584af5e413a99fe8e17b95cc47b4e6a325f5603d79d0244d5a059c3fc,4,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Buster Waters - MA.mp4,clip_with_audio,false,68.09,176x100,Media/Assets/Buster Waters - MA.mp4,b85ed0787daab1cb716064f65a23dd8fb640ede13076e5720f9b0578583c6192,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Trey and Ariel Furnal_CA.mp4,clip_with_audio,false,398.56,1920x1080,Media/Assets/Trey and Ariel Furnal_CA.mp4,a4aa4c8ffd95297761495253d1f70496bdfe2dd68e3d87653f3cd2b98fc2a931,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Prayer for Kentucky.mp4,clip_with_audio,false,105.88,1920x1080,Media/Assets/Prayer for Kentucky.mp4,fda94ba95f6e384fe3e4173076f9921a1c4c50bc4cb3722473b79258a0b0ab53,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Scott Spages -NJ-1.mp4,clip_with_audio,false,57.11,1280x720,Media/Assets/Scott Spages -NJ-1.mp4,fd2f5133238372a128c61ea4cef6cd0ceac7b1ebfad0cb10a37167412af6c00a,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Greg McCall_IO.mp4,clip_with_audio,false,64.76,1920x1080,Media/Assets/Greg McCall_IO.mp4,0eef5430caf82f1329d463f0adc62766d9b1be91edaf77ba4222483a86973c96,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Dan Richard - ME-1.mp4,clip_with_audio,false,86.07,1280x720,Media/Assets/Dan Richard - ME-1.mp4,5aeab7414f6fcfc0dea34d639eb07da9d9546f6d185f19d3627f2405b3a72da9,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Jamie Smith-KS-1.mov,clip_with_audio,false,49.23,1280x720,Media/Assets/Jamie Smith-KS-1.mov,f694cea6b04620519eacebda3fada486025193120e0713f8a7b9d2f82d8b17fe,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Mike Chorey_NY.MP4,clip_with_audio,false,107.35,1280x720,Media/Assets/Mike Chorey_NY.MP4,930da7b70c11012517fbcc2301693b9dc3d769671c70408d9e7caeda00c4f701,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
John Whlaey_NC.MP4,clip_with_audio,false,56.3,1280x720,Media/Assets/John Whlaey_NC.MP4,f00f24ffe215505c74f547e5714a95839bbf160d6142063c482226500ed34229,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Wendell Dale_OH.mp4,clip_with_audio,false,9.57,1280x720,Media/Assets/Wendell Dale_OH.mp4,1d80b3a1e6c9c715030a0a6d35ae1be52fd03d805e0d238268c02cb3773fe1ab,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Sam Hollo - NH-1.mp4,clip_with_audio,false,140.1,1920x1080,Media/Assets/Sam Hollo - NH-1.mp4,4edb001984bed77789b8b71b49edd3ba96296023f28ac225b8e6ab9e74c85692,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
David Moorman - DE-1.MOV,clip_with_audio,false,55.98,1080x1920,Media/Assets/David Moorman - DE-1.MOV,edfbf40e391c9716dd8256bb3f642b50f58e94167ccdd86c6232b92f530e0d7c,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Bill Cook_VA Prayer.mp4,clip_with_audio,false,112.09,960x540,Media/Assets/Bill Cook_VA Prayer.mp4,cc2bcd6430b816bdd9ea90e2e533f7eb3d0ec710cab0d8534f84ce332d10aa87,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Alan Clark_TN-1.mp4,clip_with_audio,false,41.94,1280x720,Media/Assets/Alan Clark_TN-1.mp4,d24ff926bcb76b3edc069fe0dd6cd941b88a50f7bf1b337eae7990d8cfb49a64,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Tim Rust-NE-1.mov,clip_with_audio,false,70.63,568x320,Media/Assets/Tim Rust-NE-1.mov,f0809d7249de5997df3cfdc59d94bf73e8f4dea3aa11991b76cfe98926b5ad4e,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Ron Frahler - IL-1.mov,clip_with_audio,false,87.03,960x540,Media/Assets/Ron Frahler - IL-1.mov,2c59040763c0e473169cec716eb467b7df36fee12bcca53f0e2a7c54737c9835,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Freedom Salute 17 - 16x9.jpg,graphic,false,,1920x1080,Media/Assets/Freedom Salute 17 - 16x9.jpg,35dab1d9fd723f1e2ee84649eabbd763c319b5c93a2661a01c108772e918b40a,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Freedom Salute 17 - Slow - 4K.mp4,clip_with_audio,false,30.0,3840x2160,Media/Assets/Freedom Salute 17 - Slow - 4K.mp4,44ae1ee0ea65400ae79da4b8881a76bb364b8ab3a33c4dd0cee2811fe7b6aa3c,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Freedom Salute 01 - Slow - 4K.mp4,clip_with_audio,false,30.0,3840x2160,Media/Assets/Freedom Salute 01 - Slow - 4K.mp4,9a1f529719114adb96035cb1ef1b444c8f4b5a48a9430ead28ae7c7e6f7da673,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Freedom Salute 18 - Slow - 4K.mp4,clip_with_audio,false,30.0,3840x2160,Media/Assets/Freedom Salute 18 - Slow - 4K.mp4,c395ba9078117fa8a5744237298263aa69c3131ad50243bfeeaffd57f1fd376d,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Freedom Salute 03 - 16x9.jpg,graphic,false,,1920x1080,Media/Assets/Freedom Salute 03 - 16x9.jpg,e688b9ac42df7f63226d67ff3bb4e2650c386b51c43b6e60eaa518e63582959d,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Freedom Salute 18 - 16x9.jpg,graphic,false,,1920x1080,Media/Assets/Freedom Salute 18 - 16x9.jpg,0acf94ef7dd99c17091049ce0e78e410c24555e9dda2ca07621c02e312ec7cd2,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Freedom Salute 10 - Subtle - 4K.mp4,clip_with_audio,false,30.0,3840x2160,Media/Assets/Freedom Salute 10 - Subtle - 4K.mp4,75fe934e4293a2223f1c24386f6afb218369a2830f047171417bd07e664f8729,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Freedom Salute 10 - 16x9.jpg,graphic,false,,1920x1080,Media/Assets/Freedom Salute 10 - 16x9.jpg,4a3f74dcb8f5d1ba9a90abd55a6cc59b4f1b717ff87392dc55f9a1f05bf8e8e0,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Freedom Salute 15 - 16x9.jpg,graphic,false,,1920x1080,Media/Assets/Freedom Salute 15 - 16x9.jpg,2c5c4168dd9a1c97f56a49c6767f8c2aba4dd63fe409325832f59cefc948b691,5,propres_ssd,high,false,duplicate content (same hash as Freedom Salute 15 - 16x9.jpg)
Freedom Salute 15 - Slow - 4K.mp4,clip_with_audio,false,30.0,3840x2160,Media/Assets/Freedom Salute 15 - Slow - 4K.mp4,a65c7dedb84910ecdaf76ee67d039556f97703fce5ab9652581ba77197eff1e0,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Mark Koch Free Book QR Code 1.png,graphic,false,,1051x1051,Media/Assets/Mark Koch Free Book QR Code 1.png,90c7c24bce2b50ecf5303c8ab7321429684cf76dcd2efd83fac2a276df6897a9,3,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Screenshot 2026-02-19 at 10.51.51%E2%80%AFAM.png,graphic,false,,,lfile:///Volumes/T7_ProTools/ProPresenter/Media/Assets/Screenshot%202026-02-19%20at%2010.51.51%E2%80%AFAM.png,,3,propres_ssd,low,true,referenced in .pro but file NOT found on SSD Media/ (may be external volume T7 ProTools)
GSR_2025_L3rd_Curved_Text_Box_BOTTOM_ONLY_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,b_roll_loop,true,30.03,3840x2160,Media/Assets/GSR_2025_L3rd_Curved_Text_Box_BOTTOM_ONLY_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,4a3a58cbffff546ff572a34c4b182e977e21d376806a4c74ebff669b775cdfe1,9,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
GSR_2024_SegmentTitle_Viewer_Voices_v01_CCd_v02_000100_1080p_2997_Pr422HQ.mov,title_graphic,false,60.03,1920x1080,Media/Assets/GSR_2024_SegmentTitle_Viewer_Voices_v01_CCd_v02_000100_1080p_2997_Pr422HQ.mov,4ec891863b3a9ba8c9d6f7f0f49229b04702fb71403f2afaa1def76381aed404,10,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
GSR_Bumper_IN_01_NO_MUSIC_v01_000007_4K_2997_Pr4444.mov,clip_with_audio,false,7.01,3840x2160,Media/Assets/GSR_Bumper_IN_01_NO_MUSIC_v01_000007_4K_2997_Pr4444.mov,afb5435967a1123b068d2045d68667f5a5acb11b3650839ec237ef9d04691cb3,8,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
GSR_2024_Closing_Tag_SOCIAL_v02_000005_4K_2997_Pr4444.mov,clip_with_audio,false,5.24,3840x2160,Media/Assets/GSR_2024_Closing_Tag_SOCIAL_v02_000005_4K_2997_Pr4444.mov,df78b30223662d9ce2e7e7fb3880bc559bc60a8d2041f811f127b0e14486fc8f,5,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
GSR_2024_Closing_Tag_DONATE_v02_000007_4K_2997_Pr4444.mov,clip_with_audio,false,7.04,3840x2160,Media/Assets/GSR_2024_Closing_Tag_DONATE_v02_000007_4K_2997_Pr4444.mov,30c7279e678df90e77e07394972d469200b9bbefafe40e9550428ea6fd9a0816,5,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
GSR_2024_Closing_Tag_SUPERSTORE_v02_000006_4K_2997_Pr4444.mov,clip_with_audio,false,5.47,3840x2160,Media/Assets/GSR_2024_Closing_Tag_SUPERSTORE_v02_000006_4K_2997_Pr4444.mov,c6021318607412c86930f6be3e0b82822da9ac0008b36e91f071fa584d1d0003,6,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
GSR_2024_Closing_Tag_WondersCenter_v02_000006_4K_2997_Pr4444.mov,clip_with_audio,false,5.47,3840x2160,Media/Assets/GSR_2024_Closing_Tag_WondersCenter_v02_000006_4K_2997_Pr4444.mov,2f6c6f46ba895f7b909f4341b5ac14bad105738611f16a579bfdcf43d0a1999b,6,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
GSR_2024_SegmentTitle_Genesis_Science_QandA_v01_CCd_v02_000100_1080p_2997_Pr422HQ.mov,title_graphic,false,60.03,1920x1080,Media/Assets/GSR_2024_SegmentTitle_Genesis_Science_QandA_v01_CCd_v02_000100_1080p_2997_Pr422HQ.mov,c8322f186819712ce67783397bb37b157b18e1f4fd8c98603aae6a875f62b0d4,10,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
GSR_2024_AnimatedBG_Option03_v03_TealPlexus_000100_4K_2997_Pr422HQ.mov,clip_with_audio,false,59.97,3840x2160,Media/Assets/GSR_2024_AnimatedBG_Option03_v03_TealPlexus_000100_4K_2997_Pr422HQ.mov,f84ce8c92c9a31e3869c1d5d1833011e292b41d3bec2ba8102680aea848a884e,113,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,b_roll_loop,true,30.03,3840x2160,Media/Assets/GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,3719921aeb0185a0567aee66646df18b8dfb7674cdd1e309fbcc5bc9dc39dc40,166,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
GSR_2024_SegmentTitle_GSR_One_on_One_v01_CCd_v02_000100_1080p_2997_Pr422HQ_1.mov,title_graphic,false,60.03,1920x1080,Media/Assets/GSR_2024_SegmentTitle_GSR_One_on_One_v01_CCd_v02_000100_1080p_2997_Pr422HQ_1.mov,61e5476d6d7f7f3ae9e3b259223792c6482d0ec64091090c870ea1177c82a9de,35,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
GSR_2024_SegmentTitle_Ministry_Update_v01_CCd_v02_000100_1080p_2997_Pr422HQ.mov,title_graphic,false,60.03,1920x1080,Media/Assets/GSR_2024_SegmentTitle_Ministry_Update_v01_CCd_v02_000100_1080p_2997_Pr422HQ.mov,75b37d69bceb4780bfa7e4680bf16f7f4d0ce8aee19247321fac590d7c8a8820,5,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
GSR_2024_SegmentTitle_Featured_Resource_v01_CCd_v02_000100_1080p_2997_Pr422HQ.mov,title_graphic,false,60.03,1920x1080,Media/Assets/GSR_2024_SegmentTitle_Featured_Resource_v01_CCd_v02_000100_1080p_2997_Pr422HQ.mov,459788b44831a9cf6087814d6f7dba1e2a08020e76ac69c43fe9428688d22a77,11,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
GSR_2025_L3rd_BUG_ONLY_Looping_v07_000030_4K_2997_PreMultiplied_Pr4444.mov,b_roll_loop,true,30.03,3840x2160,Media/Assets/GSR_2025_L3rd_BUG_ONLY_Looping_v07_000030_4K_2997_PreMultiplied_Pr4444.mov,66c116effae865ef6d6ac6a1c5cc2b26fe5fb08a66eb6bfd2dc1dde636385e16,5,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
GSR_2024_SegmentTitle_Genesis_Science_Minute_v01_CCd_v02_000100_4K_2997_Pr422HQ_1.mov,title_graphic,false,60.03,3840x2160,Media/Assets/GSR_2024_SegmentTitle_Genesis_Science_Minute_v01_CCd_v02_000100_4K_2997_Pr422HQ_1.mov,dbf4f0485a147d98c0401d433329943cc8821d320448a2b847908bd47f01aada,5,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
GSR_2024_AnimatedBG_DNA_Grid_Plexus_wTitle_v01_000100_4K_2997_Pr422HQ.mov,title_graphic,false,60.03,3840x2160,Media/Assets/GSR_2024_AnimatedBG_DNA_Grid_Plexus_wTitle_v01_000100_4K_2997_Pr422HQ.mov,1db4de5fcf0560150b98af50b825a76d0b53703b59dc55e399f03083be52bbb3,10,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
GSR_CLOSER_wDoughNut_Hole_for_Tag_000010_4K-2997_Pr4444.mov,clip_with_audio,false,10.01,3840x2160,Media/Assets/GSR_CLOSER_wDoughNut_Hole_for_Tag_000010_4K-2997_Pr4444.mov,13bf69fd99be61aa29dd5a9ca07b08c3168c427097c62e50d43a1b20c569ba47,6,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
GSR_2024_Opener_NO_MUSIC_v02_000010_4K_2997_Pr422HQ.mov,clip_with_audio,false,10.01,3840x2160,Media/Assets/GSR_2024_Opener_NO_MUSIC_v02_000010_4K_2997_Pr422HQ.mov,6d194b90354980986b8207f7495bb7e979563ef9834a5146ab7fa065bbdb9c52,4,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
GSR_2024_Closing_Tag_BROADCAST_v02_000005_4K_2997_Pr4444.mov,clip_with_audio,false,5.54,3840x2160,Media/Assets/GSR_2024_Closing_Tag_BROADCAST_v02_000005_4K_2997_Pr4444.mov,9140cd4f703e1461fed87d876e69f1056b2781efebe263baefe0eea3f0291cb1,6,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
GSR_Bumper_OUT_01_NO_MUSIC_v01_000010_4K_2997_Pr4444.mov,clip_with_audio,false,10.01,3840x2160,Media/Assets/GSR_Bumper_OUT_01_NO_MUSIC_v01_000010_4K_2997_Pr4444.mov,983080bdd3968454b74e6ca3ee406ec05c3b02314661b5b5fcada9ad17ef6871,7,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
GSR_2024_SegmentTitle_Kids_Corner_v01_CCd__v02_000100_1080p_2997_Pr422HQ.mov,title_graphic,false,60.03,1920x1080,Media/Assets/GSR_2024_SegmentTitle_Kids_Corner_v01_CCd__v02_000100_1080p_2997_Pr422HQ.mov,5b31ccaa1edf0cbb3ad72d35713f0d8068bc31d5d8d96aef825cce778a8ababf,10,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,b_roll_loop,true,30.03,3840x2160,Media/Assets/GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov,4b47628c83c29428425b26f53486a991caed1e9ea0ebf4aa7cdd13f8ff6ec9d6,69,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
THD_362_Unicorns_WWN_ROLLIN_000302_4k_2997_40Mbps_H264.mp4,clip_with_audio,false,181.98,3840x2160,Media/Assets/THD_362_Unicorns_WWN_ROLLIN_000302_4k_2997_40Mbps_H264.mp4,b822b023de1cbac47785c81c09d880116c5c2d5fe8e153371df78c9182f8c545,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Virus_Broll_LOOPING.mp4,b_roll_loop,true,42.34,3840x2160,Media/Assets/Virus_Broll_LOOPING.mp4,ca198519ad5095e8e5bef0b4bf58ad8e493c7580677d26ee657f1d84b08fcfd7,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Scientists_LOOPING_000020_4k_2997_40Mbps.mp4,b_roll_loop,true,30.03,3840x2160,Media/Assets/Scientists_LOOPING_000020_4k_2997_40Mbps.mp4,7bd892ae2612489f59a256539ba5954e5a861c2af08a0fae8e7d42507efda1a4,2,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
BACTERI_B-roll_loop.mp4,b_roll_loop,true,51.17,1920x1080,Media/Assets/BACTERI_B-roll_loop.mp4,d444e8ff8136ff1f7885ba123a3ab8f24db838fa319f481900758f2b7264d201,4,propres_ssd,high,false,referenced in .pro; file located+hashed on SSD; metadata only
Microscope_Broll_LOOPING_4K.mp4,b_roll_loop,true,,,,,4,propres_ssd,low,true,referenced in .pro but file NOT found on SSD Media/ (may be external volume T7 ProTools)
